url,title,text,topic,tags,date
https://lenta.ru/news/2018/06/18/morris300/,Режиссер «Карточного домика» сел в Tesla и чуть не сгорел,"Автомобиль Tesla британского режиссера Майкла Морриса внезапно загорелся во время движения по улице в Голливуде. Об этом в Twitter написала жена кинематографиста актриса Мэри Маккормак, приложив видеозапись инцидента. «Вот, что сегодня произошло с моим мужем и его машиной. Никакой аварии, совершенно внезапно, на бульваре Санта Моники. Спасибо людям, которые предупредили его и сказали остановиться. И слава богу, что трех моих дочерей в этот момент не было в машине», — написала Маккормак. Представители Tesla заявили, что проведут тщательное расследование инцидента, который назвали «чрезвычайно необычным», передает BBC News. Моррис выступил режиссером нескольких эпизодов в таких сериалах, как «13 причин почему», «Бесстыдники», «Королевство», «Проповедник» и «Карточный домик». Его супруга известна, в частности, по фильмам «1408», «Планета Ка-Пэкс» и «У твоего порога».",Культура,Кино,2018/06/18
https://lenta.ru/news/2018/06/28/heart_watch/,Часы заставили показать «сердце»,"Швейцарский часовой бренд Rado представил новую модель True Open Heart Automatic. Об этом «Ленте.ру» сообщил представитель пресс-службы бренда в четверг, 28 июня. Новые часы из коллекции True, перевыпущенной в 2015 году, оснащены автоматическим механизмом, заключенным в керамический корпус конструкции моноблок, и снабжены браслетом из высокотехнологичной керамики. Циферблат с прорезями геометрических форм открывает движущиеся детали механизма, пружину баланса и платину, позволяя наблюдать за технической работой часов «изнутри». Запас хода модели — до 80 часов. Rado — швейцарская часовая компания. Основана в середине XX века в городе Ланглау. Специализируется на выпуске часов, широко используя в их дизайне высокотехнологичную керамику. В настоящее время входит в состав корпорации Swatch Group. В 2018 году компания Rado представила коллекцию часов в ретро-стиле Rado Tradition 1965. Новая коллекция навеяна исторической моделью Rado 1965 года с красным якорем на циферблате, размещенным на отметке «9 часов». Линию Rado Tradition 1965 составили три модели часов в трендовом прямоугольном корпусе.",Ценности,Часы,2018/06/28
https://lenta.ru/news/2018/10/26/cunningmen/,Руководство мага по раздеванию женщин купили за 22 тысячи фунтов,"Рукопись мага XVII века продали на аукционе Toovey's в Западном Сассексе (Великобритания) за 22 тысячи фунтов стерлингов (около двух миллионов рублей). Об этом сообщает Mirror. На 476 страницах рукописного текста изложены подробные инструкции о том, как с помощью магии влюбить в себя человека, похудеть, понять, что больной человек точно умрет, а также заставить женщину танцевать голой. Согласно руководству, чтобы последнее свершилось, необходимо произнести заклинание «ала аймала» (ala aymala) или написать его на воске. Однако метод сработает только в том случае, если ритуал будет совершен в полнолуние. Авторство приписывают одному из «Кудесников из Эссекса» — почитаемой в обществе группы, якобы известной своими магическими силами. Ранее в октябре на аукционе в Париже за 250 евро продали окурок французского рок-исполнителя и актера Джонни Холлидея. Помимо окурка, аукционный дом Друо выставил на торги синий пиджак певца, изготовленный модным домом Yves Saint Laurent в 1971 году. Его купили за 20 тысяч евро.",Ценности,Явления,2018/10/26
https://lenta.ru/news/2018/06/20/cristiano_vs_marocco/,Роналду забил Марокко на 4-й минуте и установил рекорд,"Нападающий сборной Португалии Криштиану Роналду забил мяч в ворота команды Марокко в матче второго круга группового этапа чемпионата мира-2018. Об это сообщает корреспондент «Ленты.ру». Форвард отличился на четвертой минуте встречи, проходящей на стадионе «Лужники» в Москве. Этот гол стал для него четвертым на нынешнем мундиале и 85-м за национальную сборную. Таким образом, португалец стал самым результативным игроком в истории европейских сборных. Предыдущий рекорд принадлежал венгру Ференцу Пушкашу (84). На момент публикации новости идет первый тайм, португальцы лидируют со счетом 1:0. В другом матче группы B позднее 20 июня сыграют сборные Испании и Ирана. На данный момент в квартете лидируют иранцы (3 очка), у португальцев и испанцев по одному очку, марокканцы очков не набрали. Чемпионат мира проходит в 11 городах России. Турнир продлится до 15 июля.",Спорт,Футбол,2018/06/20
https://lenta.ru/news/2018/08/14/dzyba/,Дзюба заставил фаната рыдать,"Нападающий петербургского «Зенита» Артем Дзюба после матча с казанским «Рубином» около 20 минут фотографировался с болельщиками, один из которых зарыдал после встречи с футболистом. Видеозапись в своем Twitter-аккаунте опубликовал журналист Владислав Зимагулов. Встреча состоялась в Казани и завершилась победой «Зенита» со счетом 1:0, Дзюба стал автором голевой передачи. После финального свистка он прошел мимо трибун, откуда его позвали фанаты. Один из них заплакал. Дзюба подошел к нему, обнял и подарил свою бейсболку.",Спорт,Футбол,2018/08/14
https://lenta.ru/news/2018/08/24/osagogo/,Центробанк поменял правила ОСАГО,"Центробанк России изменил правила заключения электронного договора ОСАГО. Об этом говорится в официальном сообщении регулятора. Отмечается, что поправки сделают сервис электронных продаж более удобным для автовладельцев, а также «будут способствовать пресечению злоупотреблений со стороны участников страхового рынка и борьбе с мошенничеством». Чтобы снизить риск таких правонарушений, ЦБ установил требования к отсканированным документам, которые клиенты загружают на сайт страховой компании. Помимо этого, по новым правилам, договор е-ОСАГО не может вступать в силу раньше, чем через три дня с даты заключения. На один номер телефона теперь может быть зарегистрирован только один личный кабинет на сайте страховой компании. Кроме того, по новым правилам ключ простой электронной подписи должен состоять только из латинских букв и цифр. Это должно решить проблемы автовладельцев, которые не могли зарегистрироваться в личном кабинете на сайте страховщика, потому что в ключе использовались схожие по написанию русские и латинские буквы. Также при заключении страхового договора через сайт Российского союза автостраховщиков (система гарантирования) страховщик будет обязан следить за правомерностью использования данной системы, в том числе со стороны Банка России.",Экономика,Рынки,2018/08/24
https://lenta.ru/news/2018/03/12/okgoogle/,Google представила избавляющую от похмелья комнату,"Компания Google на фестивале South by Southwest в американском штате Техас представила «умный дом», управляемый голосовым помощником Google Assistant. Голосом управляются 12 помещений особняка Fun House в Остине, территория его участка и расположенный на ней автомобиль-лоурайдер. Об этом сообщает блог 9to5Google. В саду Fun House с помощью голосового помощника можно включить оросители или заставить танцевать декоративные статуи фламинго. Google Assistant позволяет управлять автомобилем, на котором гости особняка передвигаются по участку. Внутри дома автоматизировано 12 помещений. Например, в гостиной можно голосом включить трансляцию сериала с Netflix, на кухне — велеть смешать коктейль с текилой, а в спальне предусмотрены решения, облегчающие похмелье. В частности, с помощью Google Assistant можно уменьшить интенсивность освещения и включить тихую музыку. Предусмотрена также роботизированная рука, которая поможет поднять белье с пола, чтобы хозяину не пришлось нагибаться. В конце 2017 года подразделение  немецкой автостроительной компании Porsche Digital заказало стартапу home-iX проект по созданию взаимосвязи между «умным домом», автомобилями, мобильными устройствами и цифровыми помощниками.",Дом,Квартира,2018/03/12
https://lenta.ru/news/2018/03/12/craft/,Россиян решили оставить без крафтового пива,"Правительство собирается ввести маркировку и лицензирование производства и оборота пива, сидра, пуаре и медовухи. Об этом в понедельник, 12 марта, пишет принадлежащая семье Демьяна Кудрявцева газета «Ведомости» со ссылкой на материалы совещания у зампреда правительства Александра Хлопонина. Ужесточение регулирования рынка пива может привести к исчезновению крафтовых пивоварен, так как для небольших компаний дополнительные расходы на лицензирование окажутся непосильными, считают эксперты. Предложения по введению обязательного лицензирования и маркировки по поручению правительства готовит Минфин. Это объясняется тем, что ради уклонения от уплаты повышенного акциза под выпуском пива зачастую маскируется производство слабоалкогольных напитков на основе красителя, спирта и воды. По подсчетам представителя «Опоры России», количество производителей, обязанных получить лицензию, увеличится в четыре раза (сейчас их около 330). С 1 января 2016 года Росалкогольрегулирование обязало подключиться к ЕГАИС всех оптовых торговцев алкоголем, а с 1 июля того же года данное требование распространили также на розничных продавцов. С июля 2016 года внедрить систему на своих предприятиях обязаны также российские пивовары (кроме предприятий с объемом производства менее 300 тысяч декалитров в год).",Экономика,Бизнес,2018/03/12
https://lenta.ru/news/2018/09/22/kovalchuk/,Ковальчук оценил величие США и России,"Российский нападающий клуба Национальной хоккейной лиги (НХЛ) «Лос-Анджелес Кингз» Илья Ковальчук высказался об отношениях между Россией и США. Слова спортсмена приводит ESPN. «Для меня главное — спорт. Я остаюсь в стороне от политики. Прямо сейчас ситуация тяжелая. Но я думаю, что чемпионат мира по футболу показал, какой страной является Россия. Мы очень открыты. Мы всем желаем добра. Все эти санкции... Я надеюсь, что однажды это пройдет, и наши президенты поймут кое-что», — отметил Ковальчук. Он продолжил развивать мысль о том, что США и Россия — великие державы, которые должны работать вместе. «Многие люди используют спорт ради политики, но я все равно остаюсь в стороне. США — великая страна. Как и Россия. Так что наслаждайтесь жизнью и будьте счастливы», — заявил спортсмен. Ковальчук перешел в «Кингз» летом 2018 года. До этого он шесть лет выступал за санкт-петербургский СКА, с которым дважды выиграл Кубок Гагарина. В НХЛ долгое время выступал за «Атланту Трэшерз» и «Нью-Джерси Девилз». В составе сборной России Ковальчук в феврале 2018 года стал олимпийским чемпионом. Также на его счету две победы на чемпионатах мира.",Спорт,Хоккей,2018/09/22
https://lenta.ru/news/2018/12/09/avengers4/,Трейлер новых «Мстителей» побил рекорд,"Трейлер фильма «Мстители 4» набрал 289 миллионов просмотров за сутки и побил исторический рекорд. Он опередил предыдущего рекордсмена — трейлер картины «Мстители: Война бесконечности» (230 миллионов), а также обогнал тизер ленты «Король Лев» (224,6 миллиона). Студия Marvel поблагодарила фанатов в Twitter. «Спасибо, что были с нами от начала и до конца», — отмечается в посте. Ожидается, что четвертые «Мстители» выйдут в российский прокат 25 апреля.",Культура,Кино,2018/12/09
https://lenta.ru/news/2018/07/21/dopping/,Еще 14 российских спортсменов обвинили в употреблении допинга,"Международная ассоциация легкоатлетических федераций (IAAF) заподозрила в нарушении антидопинговых правил 14 российских спортсменов. Об этом сообщает ТАСС. Расследование было начато после рассмотрения данных из доклада независимой комиссии Всемирного антидопингового агентства (WADA) под руководством Ричарда Макларена. В списке, в частности, значатся чемпион мира в тройном прыжке Люкман Адамс и олимпийский чемпион в прыжках в высоту Иван Ухов. Дела спортсменов ожидают рассмотрения Спортивным арбитражным судом (CAS). Попадание атлетов в список подозреваемых не влечет их прямого отстранения от участия в соревнованиях. «К примеру, Иван Ухов, по которому идет разбирательство, имеет право выступать на том же чемпионате России, так как на него не наложено временное отстранение», — рассказала антидопинговый координатор Всероссийской федерации легкой атлетики (ВФЛА) Елена Иконникова. В ноябре 2015 года IAAF приостановила членство ВФЛА из-за нарушений антидопинговых правил и до сих пор не восстановила его. Российским атлетам разрешили выступления на международных стартах в нейтральном статусе. Заявки россиян на участие в турнирах рассматривались в индивидуальном порядке.",Спорт,Летние виды,2018/07/21
https://lenta.ru/news/2018/08/08/rosn_fin/,Аналитики позитивно оценили финансовые результаты «Роснефти»,"Аналитики инвестиционных компаний позитивно оценили финансовые результаты «Роснефти» за второй квартал 2018 года. Такие выводы следуют из опубликованных сегодня ежедневных аналитических отчетов ряда инвестиционных компаний. В частности, аналитики банковской группы Citi пишут, что результаты «Роснефти» за второй квартал 2018 года оказались выше консенсус-прогноза аналитиков, который, в свою очередь, сам по себе был очень позитивным. «Когда дивидендная доходность по акциям ""Роснефти"" достигнет 7-8 процентов, инвесторская база компании, вероятно, полностью обновится», — отмечают эксперты. По мнению аналитиков банка UBS, результаты «Роснефти» за второй квартал оказались выше консенсус-прогноза на фоне сильного сегмента Upstream в результате роста добычи. «Рынок также приветствует одобрение советом директоров компании программы обратного выкупа акций, высокие дивиденды и фокус на органический рост. Как мы писали ранее, программа обратного выкупа акций является умеренной по своему объему, но, несмотря на это, является важным фактором для восстановления доверия инвесторов», — пишут в UBS. «Комментарий о том, что ""Роснефть"" сфокусируется на органическом росте и обеспечит синергию от приобретенных активов укрепляет этот тезис. По нашим оценкам, дивиденды за 2018 год составят 34 рубля на акцию, что подразумевает привлекательную дивидендную доходность на уровне 8 процентов по сравнению со средним значением у конкурентов на уровне 6 процентов. Мы повысили прогноз по EBITDA в 2018 год на 3 процента», — говорят эксперты. В свою очередь в Merrill Lynch отмечают, что сильные результаты «Роснефти» в совокупности с недавно одобренной программой обратного выкупа акций демонстрируют инвесторам, что компания привержена своей «Стратегии-2022». «По нашим оценкам, дивидендная доходность по акциям Роснефти за 2018 год должна достигнуть 7 процентов — одного из самых высоких значений среди анализируемых нами компаний», — прогнозируют в Merrill Lynch. «Нам по-прежнему нравятся акции ""Роснефти"" за рекордный свободный денежный поток (доходность 21 процент) и привлекательные дивиденды (доходность 7 процентов) в 2018 году на фоне благоприятной макроэкономической конъюнктуры, новую приверженность Компании к снижению долговой нагрузки с фокусом на органический рост, а также за дополнительные выплаты акционерам в виде программы обратного выкупа акций на сумму до 2 миллиардов долларов. Кроме того, ""Роснефть"" торгуется с большим дисконтом к международным аналогам — около 60 процентов по мультипликатору P/E и около 35 процентов по EV/DACF», — подчеркивают аналитики. В «Ренессанс Капитал» обращают внимание на то, что «Роснефть» прогнозировала сокращение оборотного капитала к концу 2018 году на 200 миллиардов рублей. «По нашим оценкам, сокращение с начала года составляет уже практически половину этого значения», — говорят в компании. По мнению аналитиков SOVA Capital, «Роснефть» опубликовала очень сильные результаты за второй квартал, которые оказались выше наших ожиданий и консенсус-прогноза аналитиков. «Наш прогноз на весь 2018 год подразумевает, что расходы компании замедлятся во второй половине 2018 года», — считают эксперты. Инвестиционная компания АТОН пишет, что ее аналитики ожидают высоких дивидендов за 2018 год, «что делает акции ""Роснефти"" привлекательной дивидендной историей». «Экстремально высокий свободный денежный поток ""Роснефти"" во втором квартале 2018 года, а также программа обратного выкупа акций должны оказать дополнительную поддержку. По результатам за первой половины 2018 годы мы ожидаем, что ""Роснефть"" выплатит в виде промежуточных дивидендов 14,58 рубля на акцию», — дают прогноз в АТОНе. Ну и аналитики «Уралсиба» полагают, что конъюнктура мирового рынка нефти во второй половине 2018 года будет не менее благоприятна для компании, чем в первой половине. «Кроме того, ослабление ограничений ОПЕК+ позволит Компании вернуться к росту добычи», — считают они. Стоимость акций «Роснефти» в начале торговой сессии вторника, 7 августа, обновила исторический максимум, зафиксированный в январе 2017 года, после выхода сильного отчета за второй квартал и полугодие 2018 года по МСФО.",Экономика,Бизнес,2018/08/08
https://lenta.ru/news/2018/05/07/go_ahead/,Разговаривающих со зверьми интеллектуалов позвали работать отшельниками,"Центр изучения и развития русской традиции «Русский лес» и арт-резиденция «Хутор Захара Прилепина» открыли в Подмосковье вакансию отшельника. От соискателя требуют «любить лес» и «читать умные книги», также приветствуется желание заниматься литературной деятельностью. Вакансия появилась в Telegram-канале «Интересная работа в Москве». Место работы расположено в лесу рядом с деревней Лапино Одинцовского района. Среди прочих обязанностей соискателя — помощь путникам, разведение пчел и кормление зверей, также необходимо следить за бобрами и продолжать дело предшественника. Обязательным требованием к кандидату является умение «внушительно молчать». Преимуществами будет знакомство с творчеством писателя Леонида Леонова, а также умение разговаривать со зверями. Вакансия позиционируется как «крайняя форма исторического дауншифтинга» для интеллектуалов. «Кандидат должен осознавать важный вклад в традиционную Русскую культуру, который вносили и продолжают вносить отшельники», — говорится в описании вакансии. Со своей стороны работодатель обязуется помочь с домом в лесу, предоставить «питание из русской печи в избе-читальне», форменную одежду из натуральных материалов и обеспечить доступ к бане. В январе православный предприниматель Герман Стерлигов разместил две вакансии секретарш. Согласно указанным требованиям, на должность могли претендовать только красивые, незамужние и «чем моложе, тем лучше» соискательницы. Подходящим кандидаткам предлагалась зарплата в размере 100 тысяч рублей.",Экономика,Бизнес,2018/05/07
https://lenta.ru/news/2018/07/25/overdose/,Стали известны подробности госпитализации самой сексуальной певицы 2016 года,"Певица Деми Ловато находится в окружном госпитале Лос-Анджелеса. Об этом телеканалу ABC News рассказали представители пострадавшей. «Деми в сознании, ее состояние стабильно, рядом с ней находятся ее близкие. Часть появившейся ранее информации не соответствует действительности», — заявили они, комментируя новость о передозировке певицы героином. В свою очередь, собеседник портала TMZ также рассказал, что причиной госпитализации Ловато стал не героин. Тем не менее, по утверждению издания, бригада скорой помощи ввела певице налоксон (антидот при передозировках опиоидов, в первую очередь героина — прим. Ленты.ру), после чего та пришла в себя, но отказалась рассказать парамедикам, какой наркотик она принимала. Полиция также не обнаружила в ее доме запрещенных веществ. О госпитализации Ловато стало известно ранее 25 июля. В прошлом певица боролась с наркозависимостью от кокаина. В марте 2016 года американская компания Victoria's Secret провела церемонию оглашения списка «What Is Sexy?» Звания самой сексуальной певицы была удостоена Деми Ловато.",Культура,Музыка,2018/07/25
https://lenta.ru/news/2018/08/10/pensii_come_back/,Найден способ спасти «зависшие пенсии»,"Мин​труд предложил установить сроки передачи пенсионных накоплений при смене негосударственного пенсионного фонда (НПФ), чтобы избежать ситуаций, когда фонды продолжают инвестировать средства россиян уже после окончания действия договора между гражданином и НПФ. Об этом сообщает РБК. О том, что некоторые НПФ получают незаконный доход, узнала Счетная палата и обратилась в правительство с просьбой установить срок передачи накоплений новому НПФ, который в настоящее время отсутствует. В Минтруде сообщили, что данный вопрос находится в ведении министерства финансов. В Минфине, в свою очередь, заявили, что порядок передачи накоплений должен устанавливаться Банком России. Это значит, что внести поправки в постановление правительства без нормативного акта ЦБ нельзя. По словам президента Ассоциации НПФ, оптимальный срок перевода таких платежей должен составлять не более 30 календарных дней. Хотя эксперты и признают наличие проблемы, при этом отмечают, что громкие судебные дела о спорах за «зависшие» деньги в публичную плоскость до сих пор не попадали. В конце июля президент Владимир Путин подписал закон, обязывающий государство уведомлять граждан о рисках потери инвестиционного дохода при смене негосударственного пенсионного фонда чаще, чем раз в пять лет.",Экономика,Госэкономика,2018/08/10
https://lenta.ru/news/2018/03/02/moneyy/,Назван самый богатый рэпер в мире,"Журнал Forbes составил список из пяти самых богатых хип-хоп-исполнителей 2018 года. Лидером рейтинга стал рэпер Джей-Зи (настоящее имя Шон Картер). За последний год музыкант увеличил свое состояние с 810 миллионов долларов до 900 миллионов. Джей-Зи обогнал возглавлявшего список 2017-го рэпера Шона Комбса, который в этом году занял второе место. Состояние Комбса, ранее известного как Дидди, а в ноябре сменившего псевдоним на Любовь, оценивается в 825 миллионов долларов. На третьей строчке — рэпер Доктор Дре (Андре Янг). Отмечается, что Джей-Зи, Дидди и Дре в 2018-м оказались не только самыми богатыми рэперами на планете, но и самыми состоятельными американскими музыкантами среди всех жанров. Четвертое место разделили между собой рэперы Дрейк (Обри Грэм) и Эминем (Маршалл Мэтерс III), состояние каждого из которых оценивается в 100 миллионов долларов. В декабре Дидди стал самым высокооплачиваемым музыкантом 2017-го по версии Forbes. Его заработок за год составил 130 миллионов долларов.",Культура,Музыка,2018/03/02
https://lenta.ru/news/2018/04/24/khloponin/,Раскрыто происхождение доходов самого богатого чиновника,"Рекордный за всю историю правительственных деклараций доход вице-премьера России Александра Хлопонина (2,9 миллиарда рублей в 2017 году) обеспечила продажа итальянской виллы владельцу ГК «Онэксим» Михаилу Прохорову. Об этом сообщает «Русская служба Би-би-си». По словам представителя Хлопонина, большую часть указанного в декларации дохода сформировала сделка по продаже недвижимости. По подсчетам «Би-би-си», вице-премьер продал дом за 2,89 миллиарда рублей (44 миллиона евро). Согласно информации из кадастровой палаты Италии, которую приводит издание, Хлопонин владел участком и виллой в Тоскане с 2008-го до 2017 год. Затем дом продали компании FDM Real Estate LTD, которая через кипрскую же фирму Neptolino Holding принадлежит Прохорову. Представитель «Онэксима» подтвердил, что виллу купил принадлежащий бизнесмену офшор. Представитель вице-премьера отказался комментировать личность покупателя. Вопросы о деталях сделки обе стороны оставили без ответа. Опрошенные «Би-би-си» риелторы сочли цену 44 миллиона завышенной, по их мнению, такой дом стоит 15-20 миллионов евро. Служба отмечает, что в декларации Хлопонина за 2008 год вилла указана как собственность жены чиновника, занимавшего на тот момент пост губернатора Красноярского края. В следующей декларации дом значится уже совместной собственностью супругов. Как добавляет «Би-би-си», Хлопонин и Прохоров близкие друзья, они вместе учились в Московском финансовом институте.",Экономика,Госэкономика,2018/04/24
https://lenta.ru/news/2018/02/24/biggestproblem/,Назван лучший злодей киновселенной Marvel,"Издание Business Insider (BI) назвало Эрика Киллмонгера, главного врага Черной Пантеры, лучшим злодеем в киновселенной Marvel. BI пишет, что образы злодеев — одна из самых больших проблем в фильмах по комиксам Marvel. У антагонистов, как правило, нечетко прописаны мотивы и цели, и во многих из них «не чувствуется реальной угрозы для главных героев», полагает издание. Режиссеру же «Черной Пантеры» (картина вышла в январе 2018 года) удалось сделать Киллмонгера в исполнении Майкла Бакари Джордана одним из лучших злодеев в истории Marvel и в истории кино вообще, утверждает BI. В фильме много внимания уделено предыстории персонажа, кроме того, причина, «по которой он борется [с главным героем], вполне разумна». На второе место лучших злодеев фильмов Marvel издание поместило Локи, которого во франшизах «Мстители» и «Тор» сыграл Том Хиддлстон. Этот персонаж, по мнению BI, «сложен и наделен большей эмоциональной глубиной, чем большинство злодеев». Третье место BI отдал Стервятнику (Vulture) из фильма 2017 года «Человек паук: Возвращение домой», которого играет «очень хорошо одетый» Майкл Китон. У его персонажа, пишет издание, есть «личная вендетта» против супергероев. Десятку лучших замыкает Железный человек (Тони Старк) из картины 2016 года «Первый мститель: Противостояние». В топ-10 злодеев, по версии BI, также вошли Иоганн Шмидт/Красный череп из фильма 2011 года «Первый мститель», Хела из «Тор: Рагнарек» (2017 год) и Грандмастер из той же картины. Всего в рейтинге BI 20 персонажей, худшим злодеем киновселенной Marvel издание назвало Таноса из «Стражей Галактики». Портал называет его посредственным и отмечает, что о нем практически ничего не известно. Вероятно, больше информации о Таносе появится в фильме «Мстители: Война бесконечности», выход которого запланирован на май 2018 года. В феврале портал Vulture составил рейтинг самых популярных антагонистов в супергеройских фильмах. Список из 25 персонажей возглавил Джокер из фильма о Бэтмене «Темный рыцарь» 2008 года в исполнении Хита Леджера.",Культура,Кино,2018/02/24
